dataset_description,dataset_issued,dataset_modified,dataset_title,download_url,end_date,file_description,file_issued,file_modified,file_title,format,info_url,licence,publisher,source,start_date
"Lists of words from Queensland Aboriginal and Torres Strait Islander languages collated by State Library of Queensland through an Aboriginal and Torres Strait Islander languages project. The lists include body parts in a number of languages – Barunggam, Butchulla, Duungidjawu, Dharumbal, Gooreng Gooreng, Gunggari, Kala Kawaw Ya, Kuku Yalanji, Nggerrikwidhi, Tutubul, Warrgamay, Waka Wakka, Yugarabal, Yuggera and Yugambeh.  There are also animal lists, numbers, Torres Strait everyday words and how to say g’day in various languages. 
If you do not want to download the open data set for reuse, the website version is more user friendly http://www.slq.qld.gov.au/resources/atsi/languages/word-lists",2017-09-13T23:29:51Z,2018-07-02T03:26:54Z,State Library of Queensland - Aboriginal and Torres Strait Islander languages word lists,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/1a7f0c01-d27f-4865-be23-c2276655a529/download/yuwibara.csv,,This is a list of words of body parts in the Yuwibara language.,2017-09-14T10:42:23Z,2017-09-14T00:42:23Z,Yuwibara word list,CSV,https://data.gov.au/data/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,
"In the period 1890 to 1915, the appointments and removals of Queensland railway employees were listed annually in the Queensland Legislative Assembly Votes & Proceedings. This index collects the names of those employees together with information about locations and job roles.
The original copies of Queensland Legislative Assembly Votes & Proceedings used to create these indexes can be located on microfilm at MFL 328.943 on Level 3 of the State Library of Queensland at South Bank Brisbane. The Queensland Parliamentary Papers for records from 1902 onward are also available on microfilm at MFL 328.9431.",2018-05-18T01:29:45Z,2018-07-02T03:18:35Z,State Library of Queensland - Queensland railway employees 1890-1915,https://data.gov.au/dataset/7fb0f808-e960-4f9c-9180-2c3f592ec254/resource/fad95636-d95d-46db-8f9e-27031436d578/download/qld-railway-employees-information17may2018slq.docx,1915-01-01T00:00Z,This document contains explanatory information about the Queensland railway employees index.,2018-05-18T01:31:27Z,2018-05-18T01:31:27Z,Explanatory information,DOCX,https://data.gov.au/data/dataset/7fb0f808-e960-4f9c-9180-2c3f592ec254,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,1890-01-01T00:00Z
"In the period 1890 to 1915, the appointments and removals of Queensland railway employees were listed annually in the Queensland Legislative Assembly Votes & Proceedings. This index collects the names of those employees together with information about locations and job roles.
The original copies of Queensland Legislative Assembly Votes & Proceedings used to create these indexes can be located on microfilm at MFL 328.943 on Level 3 of the State Library of Queensland at South Bank Brisbane. The Queensland Parliamentary Papers for records from 1902 onward are also available on microfilm at MFL 328.9431.",2018-05-18T01:29:45Z,2018-07-02T03:18:35Z,State Library of Queensland - Queensland railway employees 1890-1915,https://data.gov.au/dataset/7fb0f808-e960-4f9c-9180-2c3f592ec254/resource/13326ec3-40d2-4bd9-8c86-b92990ec16d9/download/qld-railways-appointments-of-employees17may2018slq.csv,1915-01-01T00:00Z,"In the period 1890 to 1915, the appointments and removals of Queensland railway employees were listed annually in the Queensland Legislative Assembly Votes & Proceedings. This index collects the names of those employees together with information about locations and job roles.

The original copies of Queensland Legislative Assembly Votes & Proceedings used to create these indexes can be located on microfilm at MFL 328.943 on Level 3 of the State Library of Queensland at South Bank Brisbane. The Queensland Parliamentary Papers for records from 1902 onward are also available on microfilm at MFL 328.9431.",2018-05-18T01:46:03Z,2018-05-18T01:46:03Z,Queensland railway appointees 1890-1915,CSV,https://data.gov.au/data/dataset/7fb0f808-e960-4f9c-9180-2c3f592ec254,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,1890-01-01T00:00Z
"In the period 1890 to 1915, the appointments and removals of Queensland railway employees were listed annually in the Queensland Legislative Assembly Votes & Proceedings. This index collects the names of those employees together with information about locations and job roles.
The original copies of Queensland Legislative Assembly Votes & Proceedings used to create these indexes can be located on microfilm at MFL 328.943 on Level 3 of the State Library of Queensland at South Bank Brisbane. The Queensland Parliamentary Papers for records from 1902 onward are also available on microfilm at MFL 328.9431.",2018-05-18T01:29:45Z,2018-07-02T03:18:35Z,State Library of Queensland - Queensland railway employees 1890-1915,https://data.gov.au/dataset/7fb0f808-e960-4f9c-9180-2c3f592ec254/resource/d68c4f01-8733-45b7-986b-b28b9780fb23/download/qld-railways-removals-of-employees17may2018slq.csv,1915-01-01T00:00Z,"In the period 1890 to 1915, the appointments and removals of Queensland railway employees were listed annually in the Queensland Legislative Assembly Votes & Proceedings. This index collects the names of those employees together with information about locations and job roles.

The original copies of Queensland Legislative Assembly Votes & Proceedings used to create these indexes can be located on microfilm at MFL 328.943 on Level 3 of the State Library of Queensland at South Bank Brisbane. The Queensland Parliamentary Papers for records from 1902 onward are also available on microfilm at MFL 328.9431.",2018-05-18T01:47:19Z,2018-05-18T01:47:19Z,Queensland railway removals 1890-1915,CSV,https://data.gov.au/data/dataset/7fb0f808-e960-4f9c-9180-2c3f592ec254,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,1890-01-01T00:00Z
" This dataset contains details for convicts transported to Australia in the
18th and 19th centuries including

  * Name of convict, including any known aliases
  * Place of trial
  * Term of years
  * Name of ship and date of departure
  * Place of arrival

Over 123,000 out of the estimated 160,000 convicts transported to Australia
are recorded in this database. These include prisoners sent to New South
Wales, Van Diemens Land (Tasmania), Moreton Bay (Brisbane), Port Phillip.
Western Australia and Norfolk Island. Also recorded are some ships which were
bound for Gibraltar. The records cover the period of 1787 to 1867.

Entries in the British Convict transportation registers 1787-1867 database compiled by State Library of Queensland from British Home Office records.

To search for a particular convict visit http://onesearch.slq.qld.gov.au.  

Note: The .txt file was created in 2011. The .csv file was updated 5 May 2016.

",2013-05-12T07:38:46Z,2019-03-06T07:27:53Z,State Library of Queensland - British convict transportation registers,https://data.gov.au/data/dataset/ecf9f7dc-0e25-4a3e-b72c-83a885662b3a/resource/6ab35f9a-e476-4d29-84de-2e18d1e704c7/download/slqbritishconvictregisters201605.csv,1867-12-31T23:59:59.999Z,"This dataset contains details of convicts transported to Australia in the 18th and 19th centuries including name of convict (and any known aliases), place of trial, term of years, name of ship and date of departure, and place of arrival. Over 123,000 out of the estimated 160,000 convicts transported to Australia are recorded in this database. These include prisoners sent to New South Wales, Van Diemen’s Land (Tasmania), Moreton Bay (Brisbane), Port Phillip, Western Australia and Norfolk Island. Also recorded are some ships which were bound for Gibraltar. The records cover the period 1787–1867.
Entries in the British Convict transportation registers 1787-1867 database compiled by State Library of Queensland from British Home Office records.",2016-05-05T17:37:21Z,2016-05-05T00:00Z,British Convict Registers,CSV,https://data.gov.au/data/dataset/ecf9f7dc-0e25-4a3e-b72c-83a885662b3a,Creative Commons Attribution 3.0 Australia,State Library of Queensland,data.gov.au,1787-01-01T00:00Z
" This dataset contains details for convicts transported to Australia in the
18th and 19th centuries including

  * Name of convict, including any known aliases
  * Place of trial
  * Term of years
  * Name of ship and date of departure
  * Place of arrival

Over 123,000 out of the estimated 160,000 convicts transported to Australia
are recorded in this database. These include prisoners sent to New South
Wales, Van Diemens Land (Tasmania), Moreton Bay (Brisbane), Port Phillip.
Western Australia and Norfolk Island. Also recorded are some ships which were
bound for Gibraltar. The records cover the period of 1787 to 1867.

Entries in the British Convict transportation registers 1787-1867 database compiled by State Library of Queensland from British Home Office records.

To search for a particular convict visit http://onesearch.slq.qld.gov.au.  

Note: The .txt file was created in 2011. The .csv file was updated 5 May 2016.

",2013-05-12T07:38:46Z,2019-03-06T07:27:53Z,State Library of Queensland - British convict transportation registers,http://data.gov.au/storage/f/2013-05-12T173818/tmpMA2c8PConvict_records.txt,1867-12-31T23:59:59.999Z,,2013-05-12T07:40:44Z,2013-05-12T12:04:05Z,Convict_records.txt,PLAIN,https://data.gov.au/data/dataset/ecf9f7dc-0e25-4a3e-b72c-83a885662b3a,Creative Commons Attribution 3.0 Australia,State Library of Queensland,data.gov.au,1787-01-01T00:00Z
"Overseas Travel Information for Library Board of Queensland (statutory authority).
Further information regarding the role, function, responsibilities and achievements of this body is available in the Library Board of Queensland annual reports. http://www.slq.qld.gov.au/about-us/corporate/publications/corporate-reporting",2014-10-20T02:41:33Z,2018-09-27T04:11:04Z,State Library of Queensland - Overseas travel,https://data.gov.au/dataset/2529723c-9c18-40c1-bc9e-45c7f7ffd717/resource/c54f27b2-69df-4743-8ed5-231cfa57c148/download/slq_overseas_travel_2017-18.csv,2014-06-30T00:00Z,Overseas travel by State Library of Queensland staff from July 2017 to June 2018.,2018-09-27T04:10:35Z,2018-09-27T04:10:35Z,Overseas travel 2017-18,CSV,https://data.gov.au/data/dataset/2529723c-9c18-40c1-bc9e-45c7f7ffd717,Creative Commons Attribution 3.0 Australia,State Library of Queensland,data.gov.au,2013-07-01T00:00Z
"Overseas Travel Information for Library Board of Queensland (statutory authority).
Further information regarding the role, function, responsibilities and achievements of this body is available in the Library Board of Queensland annual reports. http://www.slq.qld.gov.au/about-us/corporate/publications/corporate-reporting",2014-10-20T02:41:33Z,2018-09-27T04:11:04Z,State Library of Queensland - Overseas travel,https://data.gov.au/dataset/2529723c-9c18-40c1-bc9e-45c7f7ffd717/resource/4b203686-a1de-4679-b2cd-b422d0d3cab6/download/lbqannual-report-2016-17-overseastravel.csv,2014-06-30T00:00Z,Overseas travel by State Library of Queensland staff from July 2016 to June 2017.,2017-09-29T09:28:57Z,2017-09-28T23:28:57Z,Overseas travel 2016-17,CSV,https://data.gov.au/data/dataset/2529723c-9c18-40c1-bc9e-45c7f7ffd717,Creative Commons Attribution 3.0 Australia,State Library of Queensland,data.gov.au,2013-07-01T00:00Z
"Overseas Travel Information for Library Board of Queensland (statutory authority).
Further information regarding the role, function, responsibilities and achievements of this body is available in the Library Board of Queensland annual reports. http://www.slq.qld.gov.au/about-us/corporate/publications/corporate-reporting",2014-10-20T02:41:33Z,2018-09-27T04:11:04Z,State Library of Queensland - Overseas travel,https://data.gov.au/dataset/2529723c-9c18-40c1-bc9e-45c7f7ffd717/resource/742e87c1-2685-4805-924e-e5e6559f0205/download/2015-16-annual-report-overseas-travel-library-board-of-queensland.csv,2014-06-30T00:00Z,Overseas travel by State Library of Queensland staff from July 2015 to June 2016.,2016-10-25T15:16:31Z,2016-10-25T04:16:31Z,Overseas travel 2015-16,CSV,https://data.gov.au/data/dataset/2529723c-9c18-40c1-bc9e-45c7f7ffd717,Creative Commons Attribution 3.0 Australia,State Library of Queensland,data.gov.au,2013-07-01T00:00Z
"Overseas Travel Information for Library Board of Queensland (statutory authority).
Further information regarding the role, function, responsibilities and achievements of this body is available in the Library Board of Queensland annual reports. http://www.slq.qld.gov.au/about-us/corporate/publications/corporate-reporting",2014-10-20T02:41:33Z,2018-09-27T04:11:04Z,State Library of Queensland - Overseas travel,https://data.gov.au/dataset/2529723c-9c18-40c1-bc9e-45c7f7ffd717/resource/3c0c4ed7-5c39-4388-84e6-7b76fba967c0/download/slq-overseas-travel-2014-15.csv,2014-06-30T00:00Z,Overseas travel by State Library of Queensland staff from July 2014 to June 2015.,2015-11-09T02:56:35Z,,Overseas travel 2014-15,CSV,https://data.gov.au/data/dataset/2529723c-9c18-40c1-bc9e-45c7f7ffd717,Creative Commons Attribution 3.0 Australia,State Library of Queensland,data.gov.au,2013-07-01T00:00Z
"Overseas Travel Information for Library Board of Queensland (statutory authority).
Further information regarding the role, function, responsibilities and achievements of this body is available in the Library Board of Queensland annual reports. http://www.slq.qld.gov.au/about-us/corporate/publications/corporate-reporting",2014-10-20T02:41:33Z,2018-09-27T04:11:04Z,State Library of Queensland - Overseas travel,https://data.gov.au/dataset/2529723c-9c18-40c1-bc9e-45c7f7ffd717/resource/5fdc5b26-2dec-49ea-8fec-4756ab3db20e/download/slqoverseastravel201314.csv,2014-06-30T00:00Z,Overseas travel by State Library of Queensland staff July 2013 - June 2014.,2014-10-20T02:43:23Z,,Overseas travel 2013-14,CSV,https://data.gov.au/data/dataset/2529723c-9c18-40c1-bc9e-45c7f7ffd717,Creative Commons Attribution 3.0 Australia,State Library of Queensland,data.gov.au,2013-07-01T00:00Z
