organisation,author,created,last_modified,package_title,file_title,date_from,date_to,description,licence,info,url
LINC Tasmania,LINC Tasmania,2016-03-22T09:53:07.297679,2016-03-22T09:53:07.297679,Tasmanian Deaths (1803-1933),Tasmanian Deaths - CSV,1803,1933,,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/45d78601-0034-4da3-9b69-d277d880ab21,https://data.gov.au/dataset/45d78601-0034-4da3-9b69-d277d880ab21/resource/d6c716f2-b66d-4096-bb8e-fccc454c49a3/download/deaths.csv
LINC Tasmania,LINC Tasmania,2016-03-22T09:56:10.411218,2016-03-22T09:56:10.411218,Tasmanian Departures (1817-1867),Tasmanian Departures - CSV,1817,1867,,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/7ebbb329-5095-4876-914f-ed08733f7a93,https://data.gov.au/dataset/7ebbb329-5095-4876-914f-ed08733f7a93/resource/264a2c46-70a3-4dc7-80f4-13639014874a/download/departures.csv
LINC Tasmania,LINC Tasmania,2016-03-22T10:06:26.269531,2016-03-22T10:06:26.269531,Tasmanian Divorces (1861-1920),Tasmanian Divorces - CSV,1861,1920,,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/1edcd6fb-adec-46c6-9851-e923bc657cd1,https://data.gov.au/dataset/1edcd6fb-adec-46c6-9851-e923bc657cd1/resource/90996377-6eac-4d90-b72c-2eacde42a7d8/download/divorces.csv
LINC Tasmania,LINC Tasmania,2016-03-22T10:58:32.928761,2016-03-22T10:58:32.928761,Tasmanian Health & Welfare Records (1829-1873),Tasmanian Health & Welfare Records - CSV,1829-01-01,1873-01-01,,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/7adb79ba-2ce3-4f2d-96cb-6536d1c6034f,https://data.gov.au/dataset/7adb79ba-2ce3-4f2d-96cb-6536d1c6034f/resource/ba3d9d0f-df12-4016-b3b4-23fc84fb77b8/download/health--welfare.csv
LINC Tasmania,LINC Tasmania,2016-03-22T11:15:28.033574,2016-03-22T11:15:28.033574,Tasmanian Hotels & Property Records (1818 - 1958),Hotels & Properties - CSV,1818-01-01,1958-01-01,,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/8dbcca15-2ae1-46e3-9c32-02ecefffc87d,https://data.gov.au/dataset/8dbcca15-2ae1-46e3-9c32-02ecefffc87d/resource/4152dd68-88df-4134-9a9a-47e142442762/download/hotels--properties.csv
LINC Tasmania,LINC Tasmania,2016-03-22T10:13:27.207961,2016-03-22T10:13:27.207961,Tasmanian Inquests (1828-1930),Tasmanian Inquests - CSV,1828,1930,,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/5b5ced0f-0032-4178-a874-57b92d7b09d9,https://data.gov.au/dataset/5b5ced0f-0032-4178-a874-57b92d7b09d9/resource/59ca1b56-51a6-47ef-b1be-1d5064697599/download/inquests.csv
LINC Tasmania,LINC Tasmania,2016-03-22T10:28:13.711141,2016-03-22T10:28:13.711141,Tasmanian Marriages (1803-1899),Tasmanian Marriages - CSV,1803,1899,,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/948c2c93-5d32-43c0-b970-d834cbadf448,https://data.gov.au/dataset/948c2c93-5d32-43c0-b970-d834cbadf448/resource/fabcdd72-4410-4d56-8abc-799fd33280c8/download/marriages.csv
LINC Tasmania,LINC Tasmania,2016-03-22T10:31:05.628783,2016-03-22T10:31:05.628783,Tasmanian Naturalisations (1835-1905),Tasmanian Naturalisations - CSV,1835,1905,,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/b19224c6-3b78-4d03-8a9d-c97d7b8db541,https://data.gov.au/dataset/b19224c6-3b78-4d03-8a9d-c97d7b8db541/resource/6e4a4678-9845-42da-a7e1-99f00aee2028/download/naturalisations.csv
LINC Tasmania,LINC Tasmania,2016-04-06T11:53:19.611573,2016-04-06T11:53:19.611573,Tasmanian Newspaper Index,Tasmanian Index - CSV,1994-01-01,2010,,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/3e1eb60e-5ad1-4a20-8cb9-32be085e56f0,https://data.gov.au/dataset/3e1eb60e-5ad1-4a20-8cb9-32be085e56f0/resource/973d05c4-2f17-4609-bd98-1b96135d69c4/download/tasindexmarc.csv
LINC Tasmania,LINC Tasmania,2016-03-22T10:44:18.713508,2016-03-22T10:44:18.713508,Tasmanian Prisoners (1895-1902),Tasmanian Prisoners - CSV,1895,1902,,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/d2c27ee7-8be8-425b-a028-b96ef3847fac,https://data.gov.au/dataset/d2c27ee7-8be8-425b-a028-b96ef3847fac/resource/2dc53c91-40a6-4eac-8b12-949bf0278bf2/download/prisoners.csv
LINC Tasmania,LINC Tasmania,2016-03-22T10:46:46.572633,2016-03-22T10:46:46.572633,Tasmanian Wills (1824-1989),Tasmanian Wills - CSV,1824,1989,,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/e897a164-153a-448b-9558-ec0b57079b3d,https://data.gov.au/dataset/e897a164-153a-448b-9558-ec0b57079b3d/resource/3e4a55d2-554f-4577-a530-7fcb2d255060/download/wills.csv
LINC Tasmania,LINC Tasmania,2016-03-22T10:01:58.539607,2016-03-22T10:01:58.539607,World War One Tasmanian photographs (1914-1919),World War One Tasmanian Photographs - CSV,1914,1919,,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/b711231a-2a02-48eb-bbc1-9e31b0b8f319,https://data.gov.au/dataset/b711231a-2a02-48eb-bbc1-9e31b0b8f319/resource/2c27bb2e-c55f-4606-af72-85d3ed69049c/download/world-war-1-soldiers--nurses.csv
LINC Tasmania,LINC Tasmania,2017-07-17T10:59:47.759450,2017-07-17T10:59:47.759450,eHeritage data,eHeritage Data (CSV),2001,2012,,Creative Commons Attribution 2.5 Australia,https://data.gov.au/dataset/824306c0-ace3-482f-9476-f7ce9abd89de,https://data.gov.au/dataset/824306c0-ace3-482f-9476-f7ce9abd89de/resource/b3fcb429-2ebe-493d-833b-138a8f2566f4/download/eheritage-data.csv
Mount Gambier Library,Mount Gambier Library,2014-06-10T15:02:46.951865,2014-06-10T15:02:46.951865,Mount Gambier Main Street Traders,Commercial Street Traders,1847-1940,,Commercial Street Traders dataset,Creative Commons Attribution,https://data.sa.gov.au/data/dataset/0e4a82b7-b1d9-47d8-8c74-3cb2ac296661,http://data.sa.gov.au/data/storage/f/2014-06-10T14%3A54%3A17.368Z/commercial-street-traders-data-set.csv
National Archives of Australia,,2014-07-11T04:32:45.299159,2014-07-11T04:32:45.299159,Memory of a Nation dataset,Memory of a Nation csv,1866-2002,,,Creative Commons Attribution 3.0 Australia,https://data.gov.au/dataset/423d5a71-e957-4f18-b648-bf8680f2d780,https://data.gov.au/dataset/423d5a71-e957-4f18-b648-bf8680f2d780/resource/82500554-d64c-4f6a-81ab-f648ba7f86ac/download/moangovhackdata.csv
"Natural Resources, Mines and Energy",opendata@dnrm.qld.gov.au,2014-09-05T04:36:01.848110,2014-09-05T04:36:01.848110,Historical cadastral map series—Queensland,12 mile consolidated pastoral run series 1874–1899—Queensland,,,"A list of 20 cadastral maps at a scale of 12 miles to an inch (1:760320) covering parts of Queensland. Published in black and white, they show boundaries and names of consolidated pastoral runs leased from the government as well as towns, ranges and rivers. There is a key map for this series.",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/4f5b4c2f-4578-4737-b199-53347b60345d,http://www.dnrm.qld.gov.au/__data/assets/file/0006/215358/12mile-queensland-consolidated-pastoral-run-series-1874-1899.csv
"Natural Resources, Mines and Energy",opendata@dnrm.qld.gov.au,2014-09-05T04:35:26.842163,2014-09-05T04:35:26.842163,Historical cadastral map series—Queensland,12 mile original pastoral run series 1882–1910—Queensland,,,"A list of 18 cadastral maps at a scale of 12 miles to an inch (1:760320) covering parts of Queensland. Published in black and white, they show boundaries and names of original pastoral runs leased from the government as well as towns, ranges and rivers. There is a key map for this series.",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/4f5b4c2f-4578-4737-b199-53347b60345d,http://www.dnrm.qld.gov.au/__data/assets/file/0007/215359/12mile-queensland-original-pastoral-run-series-1882-1910.csv
"Natural Resources, Mines and Energy",opendata@dnrm.qld.gov.au,2014-09-05T04:34:41.118159,2014-09-05T04:34:41.118159,Historical cadastral map series—Queensland,12 mile surveyed run series 1872—SE Queensland,,,"A list of 6 cadastral maps at a scale of 12 miles to an inch (1:760320) covering South East Queensland. Published in colour, they  show resumed halves of pastoral runs and ten year leases, pastoral run names as well as towns, ranges and rivers. There is a key map for this series.",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/4f5b4c2f-4578-4737-b199-53347b60345d,http://www.dnrm.qld.gov.au/__data/assets/file/0019/215362/12mile-se-queensland-surveyed-run-series-1872.csv
"Natural Resources, Mines and Energy",opendata@dnrm.qld.gov.au,2014-09-05T04:36:33.144217,2014-09-05T04:36:33.144217,Historical cadastral map series—Queensland,12 mile tenure map series 1920–1922—Queensland,,,"A list of 7 cadastral maps at a scale of 12 miles to an inch (1:760320) covering  Queensland. Published in black and white, they show land tenure information. A complete set is available.",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/4f5b4c2f-4578-4737-b199-53347b60345d,http://www.dnrm.qld.gov.au/__data/assets/file/0017/215360/12mile-queensland-tenure-map-series-1920-1922.csv
"Natural Resources, Mines and Energy",opendata@dnrm.qld.gov.au,2014-09-05T04:37:16.464927,2014-09-05T04:37:16.464927,Historical cadastral map series—Queensland,16 mile series 1896–1924—Queensland,,,"A list of 6 cadastral maps at a scale of 16 miles to an inch (1:1013760) covering  Queensland. Published in black and white, they show features including roads, rivers, towns, railways and homesteads. A complete set is available.",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/4f5b4c2f-4578-4737-b199-53347b60345d,http://www.dnrm.qld.gov.au/__data/assets/file/0020/215363/16mile-queensland-series-1896-1924.csv
"Natural Resources, Mines and Energy",opendata@dnrm.qld.gov.au,2014-09-05T04:47:36.376216,2014-09-05T04:47:36.376216,Historical cadastral map series—Queensland,1:10000 series 1974–1992—Queensland,,,"A list of 378 cadastral maps covering parts of Queensland. They show property boundaries, property descriptions and details of land tenure.  Published in black and white, the sheet format was 3' 00"" of latitude by 5' 00"" of longitude but changed to a 3' 45"" by 3' 45"" format. There is a key map for this series.",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/4f5b4c2f-4578-4737-b199-53347b60345d,http://www.dnrm.qld.gov.au/__data/assets/file/0004/215374/10000-queensland-series-1974-1992.csv
"Natural Resources, Mines and Energy",opendata@dnrm.qld.gov.au,2014-09-05T04:49:13.121997,2014-09-05T04:49:13.121997,Historical cadastral map series—Queensland,1:100000 series 1971–1985—Queensland,,,"A list of 289 cadastral maps covering parts of Queensland. They show property boundaries, property descriptions and details of land tenure.  Published in black and white, the sheet format is 30'30"" of latitude by 30'30"" of longitude. There is a key map for this series.",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/4f5b4c2f-4578-4737-b199-53347b60345d,http://www.dnrm.qld.gov.au/__data/assets/file/0007/215377/100000-queensland-series-1971-1985.csv
"Natural Resources, Mines and Energy",opendata@dnrm.qld.gov.au,2017-03-02T00:28:09.680362,2017-03-02T00:28:09.680362,Historical cadastral map series—Queensland,1:100000 series showing LAD boundaries 1971–1974—Queensland,,,"A list of 49 cadastral maps covering parts of Queensland. They show property boundaries, property descriptions, details of land tenure and have been annotated with the boundaries and names of Land Agent's Districts (LADs). Published in black and white, the sheet format is 30'30"" of latitude by 30'30"" of longitude. There is a key map for this series.",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/4f5b4c2f-4578-4737-b199-53347b60345d,https://data.qld.gov.au/dataset/4f5b4c2f-4578-4737-b199-53347b60345d/resource/a2809973-ff49-47ee-9433-1e1cc235d06c/download/100000-queensland-series-showing-lad-bdies-1971-1974.csv
"Natural Resources, Mines and Energy",opendata@dnrm.qld.gov.au,2017-03-02T00:26:17.688984,2017-03-02T00:26:17.688984,Historical cadastral map series—Queensland,1:100000 series showing admin boundaries 1971–1976—Queensland,,,"A list of 289 cadastral maps covering parts of Queensland. They show property boundaries, property description, details of land tenure and have been annotated with boundaries and names of a number of administrative areas including local government.  Published in black and white, the sheet format is 30'30"" of latitude by 30'30"" of longitude. There is a key map for this series.",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/4f5b4c2f-4578-4737-b199-53347b60345d,https://data.qld.gov.au/dataset/4f5b4c2f-4578-4737-b199-53347b60345d/resource/e9ac4eb7-f39c-4399-b8fe-2f637f3c85ed/download/100000-queensland-series-showing-admin-bdies-1971-1976.csv
"Natural Resources, Mines and Energy",opendata@dnrm.qld.gov.au,2014-09-05T04:45:53.202084,2014-09-05T04:45:53.202084,Historical cadastral map series—Queensland,1:2500 series 1973–1993—Queensland,,,"A list of 1021 cadastral maps covering parts of Queensland. They show property boundaries, property descriptions and details of land tenure. Published in black and white, the  sheet format was 45"" of latitude by 1' 15"" of longitude but changed to a 56"".25 by 56"".25 format. There is a key map for this series.",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/4f5b4c2f-4578-4737-b199-53347b60345d,http://www.dnrm.qld.gov.au/__data/assets/file/0019/215371/2500-queensland-series-1973-1993.csv
"Natural Resources, Mines and Energy",opendata@dnrm.qld.gov.au,2014-09-05T04:48:13.296179,2014-09-05T04:48:13.296179,Historical cadastral map series—Queensland,1:25000 series 1972–1991—Queensland,,,"A list of 551 cadastral maps covering parts of Queensland. They show property boundaries, property descriptions and details of land tenure.  Published in black and white, the sheet format is 7' 30"" of latitude by 7' 30"" of longitude. There is a key map for this series.",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/4f5b4c2f-4578-4737-b199-53347b60345d,http://www.dnrm.qld.gov.au/__data/assets/file/0005/215375/25000-queensland-series-1972-1991.csv
"Natural Resources, Mines and Energy",opendata@dnrm.qld.gov.au,2014-09-05T04:49:50.755309,2014-09-05T04:49:50.755309,Historical cadastral map series—Queensland,1:250000 series 1977–1984—Queensland,,,"A list of 70 cadastral maps covering parts of Queensland. They show property boundaries, property descriptions and details of land tenure. Published in black and white, the sheet format is 1' 00"" of latitude by 1' 30"" of longitude. There is a key map for this series.",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/4f5b4c2f-4578-4737-b199-53347b60345d,http://www.dnrm.qld.gov.au/__data/assets/file/0008/215378/250000-queensland-series-1977-1984.csv
"Natural Resources, Mines and Energy",opendata@dnrm.qld.gov.au,2014-09-05T04:46:24.190853,2014-09-05T04:46:24.190853,Historical cadastral map series—Queensland,1:3000 series 1988—Queensland,,,"A list of 75 cadastral maps covering parts of Queensland. They show property boundaries, property descriptions and details of land tenure. Published in black and white.",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/4f5b4c2f-4578-4737-b199-53347b60345d,http://www.dnrm.qld.gov.au/__data/assets/file/0020/215372/3000-queensland-series-1988.csv
"Natural Resources, Mines and Energy",opendata@dnrm.qld.gov.au,2014-09-05T04:47:00.862613,2014-09-05T04:47:00.862613,Historical cadastral map series—Queensland,1:5000 series 1985–1992—Queensland,,,"A list of 81 cadastral maps covering parts of Queensland. They show property boundaries and property descriptions.  Published in black and white, the sheet format  is 1' 52"".5 of latitude by 1' 52"".5 of longitude. ",Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/4f5b4c2f-4578-4737-b199-53347b60345d,http://www.dnrm.qld.gov.au/__data/assets/file/0003/215373/5000-queensland-series-1985-1992.csv
